PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Green beans,2.52,36.300000000000004,91.48
Kale,5.02,14.600000000000001,73.29
Eggplant,2.32,28.900000000000002,67.05
Fava beans,2.69,37.5,100.88
Cucumber,1.07,37.2,39.8
Eggplant,2.32,18.1,41.99
Spinach,4.12,18.6,76.63
Bananas,0.86,20.200000000000003,17.37
Green beans,2.52,24.200000000000003,60.98
Spinach,4.12,11.100000000000001,45.73
Coconuts,1.18,35,41.3
Carrots,1.26,39.300000000000004,49.52
Fava beans,2.69,12.600000000000001,33.89
Bok choy,1.42,35.6,50.55
Tomatoes,3.16,18.2,57.51
Green beans,2.52,18.2,45.86
Green beans,2.52,15,37.8
Lime,1.06,22.200000000000003,23.53
Watermelon,0.66,17.6,11.62
Apples,1.88,13,24.44
Garlic,1.19,0.5,0.6
Daikon,1.4,34.1,47.74
Tomatoes,3.16,36,113.76
Daikon,1.4,28,39.2
Tomatoes,3.16,0.8,2.53
Tomatoes,3.16,36.7,115.97
Lemon,1.29,36,46.44
Potatoes,0.86,23.5,20.21
Potatoes,0.86,34.4,29.58
Bananas,0.86,25.6,22.02
Tomatoes,3.16,0.9,2.84
Grapes,2.63,10.3,27.09
Lemon,1.29,3.4000000000000004,4.39
Orange,1.09,26.6,28.99
Coconuts,1.18,8.5,10.03
Red onion,0.78,39,30.42
Okra,2.26,23.700000000000003,53.56
Beets,1.51,6.9,10.42
Orange,1.09,8.200000000000001,8.94
Spinach,4.12,8.9,36.67
Green cabbage,0.8,32.2,25.76
Ginger,5.13,20.5,105.17
Papaya,1.34,24,32.16
Red onion,0.78,17.2,13.42
Yellow peppers,2.87,15.5,44.49
Apricots,3.71,3.4000000000000004,12.61
Daikon,1.4,12.9,18.06
Garlic,1.19,39.6,47.12
Cucumber,1.07,34.800000000000004,37.24
Bananas,0.86,22,18.92
Watermelon,0.66,31.5,20.79
Coconuts,1.18,27.700000000000003,32.69
Lime,1.06,24.5,25.97
Watermelon,0.66,20.400000000000002,13.46
Watermelon,0.66,23.1,15.25
Grapefruit,0.76,12.5,9.5
Fava beans,2.69,14.5,39.01
Tomatoes,3.16,12.9,40.76
Bok choy,1.42,20.900000000000002,29.68
Garlic,1.19,31.400000000000002,37.37
Bok choy,1.42,2.6,3.69
Fava beans,2.69,27,72.63
Asparagus,2.49,23.400000000000002,58.27
Lemon,1.29,39.400000000000006,50.83
Parsnips,2.27,1.9000000000000001,4.31
Strawberries,4.4,2.5,11
Potatoes,0.86,3.3000000000000003,2.84
Green cabbage,0.8,33.2,26.56
Yellow peppers,2.87,32.4,92.99
Carrots,1.26,13.200000000000001,16.63
Spinach,4.12,3.9000000000000004,16.07
Kale,5.02,16.1,80.82
Corn,1.07,18.5,19.8
Orange,1.09,35.5,38.7
Green cabbage,0.8,30.900000000000002,24.72
Strawberries,4.4,21.200000000000003,93.28
Green beans,2.52,21.5,54.18
Daikon,1.4,16.3,22.82
Ginger,5.13,3.3000000000000003,16.93
Brussels sprouts,1.65,14.9,24.59
Eggplant,2.32,10.3,23.9
Kale,5.02,2.1,10.54
Cherries,9.5,24.5,232.75
Fava beans,2.69,8.200000000000001,22.06
Bananas,0.86,27.8,23.91
Beets,1.51,28.900000000000002,43.64
Fava beans,2.69,29.5,79.36
Lime,1.06,24.400000000000002,25.86
Ginger,5.13,11.200000000000001,57.46
Watermelon,0.66,22.1,14.59
Cherries,9.5,21.3,202.35
Bananas,0.86,35.9,30.87
Tomatoes,3.16,15.8,49.93
Bananas,0.86,28.200000000000003,24.25
Potatoes,0.86,20.1,17.29
Bok choy,1.42,23.8,33.8
Beets,1.51,6.2,9.36
Strawberries,4.4,5.4,23.76
Yellow peppers,2.87,39.400000000000006,113.08
Avocados,3.23,3.3000000000000003,10.66
Beets,1.51,35.1,53
Garlic,1.19,14.200000000000001,16.9
Okra,2.26,6.9,15.59
Spinach,4.12,22.8,93.94
Lemon,1.29,34.5,44.51
Carrots,1.26,18.2,22.93
Daikon,1.4,20.3,28.42
Tomatoes,3.16,32.800000000000004,103.65
Bananas,0.86,31.8,27.35
Tomatoes,3.16,14.3,45.19
Beets,1.51,5.6000000000000005,8.46
Spinach,4.12,10.700000000000001,44.08
Grapefruit,0.76,8.6,6.54
Coconuts,1.18,36.2,42.72
Butternut squash,1.28,39.400000000000006,50.43
Watermelon,0.66,28,18.48
Avocados,3.23,19.200000000000003,62.02
Brussels sprouts,1.65,31.900000000000002,52.64
Red onion,0.78,7.6000000000000005,5.93
Beets,1.51,17.8,26.88
Garlic,1.19,31.400000000000002,37.37
Brussels sprouts,1.65,22.6,37.29
Papaya,1.34,13.9,18.63
Eggplant,2.32,21,48.72
Strawberries,4.4,19.700000000000003,86.68
Butternut squash,1.28,9.1,11.65
Apples,1.88,1,1.88
Kale,5.02,36.1,181.22
Corn,1.07,35.1,37.56
Papaya,1.34,40,53.6
Cucumber,1.07,6.6000000000000005,7.06
Grapefruit,0.76,7.300000000000001,5.55
Grapefruit,0.76,6.1000000000000005,4.64
Green peppers,1.89,34.7,65.58
Green peppers,1.89,24.700000000000003,46.68
Kale,5.02,3.5,17.57
Apples,1.88,39.900000000000006,75.01
Cherries,9.5,3.3000000000000003,31.35
Grapes,2.63,29.5,77.59
Tomatoes,3.16,22.8,72.05
Parsnips,2.27,22.900000000000002,51.98
Asparagus,2.49,21.1,52.54
Lime,1.06,37.800000000000004,40.07
Fava beans,2.69,37.1,99.8
Carrots,1.26,10.4,13.1
Yellow peppers,2.87,21,60.27
Eggplant,2.32,32.5,75.4
Fava beans,2.69,35.5,95.5
Potatoes,0.86,12,10.32
Grapes,2.63,7.9,20.78
Garlic,1.19,39.400000000000006,46.89
Parsnips,2.27,9.700000000000001,22.02
Strawberries,4.4,6.7,29.48
Beets,1.51,24.200000000000003,36.54
Green peppers,1.89,22.6,42.71
Ginger,5.13,17.8,91.31
Avocados,3.23,9.1,29.39
Avocados,3.23,36.1,116.6
Brussels sprouts,1.65,18.6,30.69
Eggplant,2.32,1.5,3.48
Eggplant,2.32,16.8,38.98
Green peppers,1.89,21.3,40.26
Yellow peppers,2.87,30.5,87.54
Lime,1.06,7.800000000000001,8.27
Carrots,1.26,33.300000000000004,41.96
Cherries,9.5,0.5,4.75
Tomatoes,3.16,20,63.2
Coconuts,1.18,39.5,46.61
Potatoes,0.86,25.1,21.59
Grapes,2.63,9.4,24.72
Watermelon,0.66,34.5,22.77
Avocados,3.23,15.200000000000001,49.1
Coconuts,1.18,31.6,37.29
Potatoes,0.86,1.2000000000000002,1.03
Orange,1.09,18.3,19.95
Beets,1.51,12.5,18.88
Lemon,1.29,16.900000000000002,21.8
Grapefruit,0.76,15.600000000000001,11.86
Green cabbage,0.8,4.2,3.36
Avocados,3.23,31.900000000000002,103.04
Fava beans,2.69,28.200000000000003,75.86
Butternut squash,1.28,8.5,10.88
Avocados,3.23,38.900000000000006,125.65
Grapes,2.63,0.9,2.37
Celery,3.07,19,58.33
Celery,3.07,31.6,97.01
Brussels sprouts,1.65,33.9,55.94
Celery,3.07,23.8,73.07
Apricots,3.71,23.3,86.44
Apples,1.88,35.800000000000004,67.3
Apricots,3.71,4.7,17.44
Papaya,1.34,23.200000000000003,31.09
Red onion,0.78,25.400000000000002,19.81
Asparagus,2.49,33.1,82.42
Apricots,3.71,9.200000000000001,34.13
Lime,1.06,22.5,23.85
Garlic,1.19,13.5,16.07
Yellow peppers,2.87,27.8,79.79
Green beans,2.52,10.5,26.46
Potatoes,0.86,5.7,4.9
Green cabbage,0.8,33.1,26.48
Coconuts,1.18,17.900000000000002,21.12
Beets,1.51,6.5,9.82
Cucumber,1.07,28.900000000000002,30.92
Bananas,0.86,3.6,3.1
Lettuce,1.88,8.6,16.17
Green beans,2.52,20.5,51.66
Daikon,1.4,1.4000000000000001,1.96
Cherries,9.5,15.100000000000001,143.45
Watermelon,0.66,12.9,8.51
Grapes,2.63,34.7,91.26
Coconuts,1.18,0.6000000000000001,0.71
Watermelon,0.66,37.6,24.82
Apples,1.88,11.5,21.62
Strawberries,4.4,24.700000000000003,108.68
Grapes,2.63,32.9,86.53
Beets,1.51,11.4,17.21
Papaya,1.34,4.7,6.3
Asparagus,2.49,17.8,44.32
Beets,1.51,6.2,9.36
Watermelon,0.66,13.200000000000001,8.71
Lemon,1.29,16.6,21.41
Potatoes,0.86,12.8,11.01
Kale,5.02,8.9,44.68
Avocados,3.23,16.1,52
Ginger,5.13,12.700000000000001,65.15
Lettuce,1.88,7.300000000000001,13.72
Ginger,5.13,26.200000000000003,134.41
Daikon,1.4,37.1,51.94
Cherries,9.5,34.9,331.55
Celery,3.07,33.6,103.15
Orange,1.09,32.300000000000004,35.21
Cherries,9.5,0.8,7.6
Beets,1.51,17.6,26.58
Daikon,1.4,2.6,3.64
Lemon,1.29,8.6,11.09
Potatoes,0.86,19,16.34
Parsnips,2.27,9.3,21.11
Bananas,0.86,29.8,25.63
Okra,2.26,3.7,8.36
Watermelon,0.66,0.7000000000000001,0.46
Daikon,1.4,8.6,12.04
Cherries,9.5,13.700000000000001,130.15
Bananas,0.86,25.400000000000002,21.84
Coconuts,1.18,20.3,23.95
Lettuce,1.88,36.2,68.06
Cherries,9.5,2.2,20.9
Eggplant,2.32,10.3,23.9
Asparagus,2.49,13.700000000000001,34.11
Carrots,1.26,10.5,13.23
Cherries,9.5,1.9000000000000001,18.05
Fava beans,2.69,6,16.14
Green cabbage,0.8,8.700000000000001,6.96
Ginger,5.13,13,66.69
Potatoes,0.86,8.1,6.97
Yellow peppers,2.87,18.3,52.52
Avocados,3.23,13.4,43.28
Parsnips,2.27,40,90.8
Eggplant,2.32,26.3,61.02
Watermelon,0.66,2.8000000000000003,1.85
Lemon,1.29,14.600000000000001,18.83
Cherries,9.5,11,104.5
Green beans,2.52,3.3000000000000003,8.32
Brussels sprouts,1.65,28.900000000000002,47.69
Cherries,9.5,15.4,146.3
Red onion,0.78,9.700000000000001,7.57
Apples,1.88,11.600000000000001,21.81
Orange,1.09,13.4,14.61
Corn,1.07,16.5,17.66
Apricots,3.71,22.1,81.99
Spinach,4.12,16.3,67.16
Tomatoes,3.16,32.7,103.33
Eggplant,2.32,23.700000000000003,54.98
Kale,5.02,29.200000000000003,146.58
Potatoes,0.86,0.8,0.69
Papaya,1.34,17.3,23.18
Celery,3.07,31.900000000000002,97.93
Corn,1.07,36.300000000000004,38.84
Bok choy,1.42,27.700000000000003,39.33
Carrots,1.26,25.400000000000002,32
Green peppers,1.89,8.8,16.63
Garlic,1.19,37.5,44.63
Spinach,4.12,18.900000000000002,77.87
Papaya,1.34,31.200000000000003,41.81
Cucumber,1.07,5.6000000000000005,5.99
Yellow peppers,2.87,12.200000000000001,35.01
Grapes,2.63,20.1,52.86
Butternut squash,1.28,5,6.4
Kale,5.02,6,30.12
Corn,1.07,9,9.63
Brussels sprouts,1.65,14.100000000000001,23.27
Beets,1.51,38,57.38
Corn,1.07,20.5,21.94
Avocados,3.23,34.1,110.14
Daikon,1.4,13.8,19.32
Green peppers,1.89,9.5,17.96
Papaya,1.34,5.300000000000001,7.1
Tomatoes,3.16,4.6000000000000005,14.54
Beets,1.51,7.800000000000001,11.78
Grapes,2.63,33.6,88.37
Cucumber,1.07,2.8000000000000003,3
Okra,2.26,20.5,46.33
Brussels sprouts,1.65,29.900000000000002,49.34
Garlic,1.19,21.6,25.7
Eggplant,2.32,16.2,37.58
Beets,1.51,19.400000000000002,29.29
Apricots,3.71,26.1,96.83
Grapefruit,0.76,25.8,19.61
Corn,1.07,36,38.52
Papaya,1.34,7,9.38
Corn,1.07,35.4,37.88
Green beans,2.52,38.400000000000006,96.77
Bok choy,1.42,37.4,53.11
Green beans,2.52,26.900000000000002,67.79
Green peppers,1.89,16.2,30.62
Okra,2.26,38.5,87.01
Cherries,9.5,34.9,331.55
Bananas,0.86,32.7,28.12
Lettuce,1.88,9.700000000000001,18.24
Eggplant,2.32,37.300000000000004,86.54
Daikon,1.4,6,8.4
Strawberries,4.4,9.3,40.92
Apricots,3.71,14.8,54.91
Bananas,0.86,31.1,26.75
Apples,1.88,1.4000000000000001,2.63
Cucumber,1.07,13.8,14.77
Okra,2.26,16.400000000000002,37.06
Ginger,5.13,25.8,132.35
Potatoes,0.86,29,24.94
Lettuce,1.88,5.7,10.72
Potatoes,0.86,25.6,22.02
Red onion,0.78,38.7,30.19
Butternut squash,1.28,5.7,7.3
Tomatoes,3.16,1.3,4.11
Strawberries,4.4,32.4,142.56
Brussels sprouts,1.65,9.4,15.51
Green cabbage,0.8,1.4000000000000001,1.12
Lettuce,1.88,39.300000000000004,73.88
Butternut squash,1.28,3.1,3.97
Parsnips,2.27,7.7,17.48
Papaya,1.34,36.9,49.45
Avocados,3.23,25.5,82.37
Cucumber,1.07,34,36.38
Kale,5.02,31.6,158.63
Yellow peppers,2.87,30.900000000000002,88.68
Butternut squash,1.28,29.1,37.25
Kale,5.02,32.5,163.15
Corn,1.07,17.900000000000002,19.15
Spinach,4.12,37.4,154.09
Butternut squash,1.28,10.100000000000001,12.93
Green cabbage,0.8,8.3,6.64
Coconuts,1.18,28.3,33.39
Apricots,3.71,9.3,34.5
Grapefruit,0.76,39.2,29.79
Daikon,1.4,27.700000000000003,38.78
Lettuce,1.88,3.3000000000000003,6.2
Asparagus,2.49,31.900000000000002,79.43
Brussels sprouts,1.65,15.600000000000001,25.74
Lemon,1.29,5.7,7.35
Yellow peppers,2.87,38.800000000000004,111.36
Beets,1.51,9.4,14.19
Apples,1.88,13,24.44
Lettuce,1.88,24.200000000000003,45.5
Parsnips,2.27,6.800000000000001,15.44
Fava beans,2.69,23.400000000000002,62.95
Lime,1.06,8.3,8.8
Tomatoes,3.16,9.5,30.02
Potatoes,0.86,18.5,15.91
Eggplant,2.32,7.2,16.7
Coconuts,1.18,28.1,33.16
Yellow peppers,2.87,33.6,96.43
Tomatoes,3.16,33.800000000000004,106.81
Asparagus,2.49,4.6000000000000005,11.45
Bananas,0.86,23.5,20.21
Papaya,1.34,32.7,43.82
Avocados,3.23,17.6,56.85
Corn,1.07,14.8,15.84
Celery,3.07,13.3,40.83
Apricots,3.71,39.900000000000006,148.03
Corn,1.07,31.6,33.81
Parsnips,2.27,4,9.08
Ginger,5.13,2.8000000000000003,14.36
Fava beans,2.69,17.7,47.61
Apples,1.88,23.6,44.37
Beets,1.51,31.700000000000003,47.87
Butternut squash,1.28,16.6,21.25
Green cabbage,0.8,9.4,7.52
Apples,1.88,7.2,13.54
Spinach,4.12,1.4000000000000001,5.77
Coconuts,1.18,18.5,21.83
Corn,1.07,26.200000000000003,28.03
Butternut squash,1.28,36.300000000000004,46.46
Watermelon,0.66,23.200000000000003,15.31
Grapes,2.63,21.200000000000003,55.76
Apricots,3.71,11.9,44.15
Green peppers,1.89,27.5,51.98
Watermelon,0.66,18.1,11.95
Fava beans,2.69,9.9,26.63
Green beans,2.52,29.700000000000003,74.84
Orange,1.09,4,4.36
Green cabbage,0.8,6.2,4.96
Daikon,1.4,26.6,37.24
Bok choy,1.42,5.6000000000000005,7.95
Bananas,0.86,37.2,31.99
Watermelon,0.66,0.9,0.59
Strawberries,4.4,25.900000000000002,113.96
Green beans,2.52,1.6,4.03
Strawberries,4.4,13.600000000000001,59.84
Carrots,1.26,6.7,8.44
Lemon,1.29,28.3,36.51
Butternut squash,1.28,8.1,10.37
Ginger,5.13,14.600000000000001,74.9
Daikon,1.4,31.8,44.52
Cherries,9.5,0.7000000000000001,6.65
Celery,3.07,5.300000000000001,16.27
Potatoes,0.86,33.4,28.72
Grapes,2.63,14.100000000000001,37.08
Tomatoes,3.16,36.300000000000004,114.71
Corn,1.07,33.1,35.42
Orange,1.09,13,14.17
Watermelon,0.66,20.700000000000003,13.66
Butternut squash,1.28,29.400000000000002,37.63
Beets,1.51,26.3,39.71
Kale,5.02,29,145.58
Lime,1.06,23.5,24.91
Carrots,1.26,13.100000000000001,16.51
Butternut squash,1.28,14.8,18.94
Lemon,1.29,0.9,1.16
Orange,1.09,36.2,39.46
Celery,3.07,16,49.12
Cherries,9.5,26.3,249.85
Ginger,5.13,3.2,16.42
Okra,2.26,1.8,4.07
Watermelon,0.66,36.7,24.22
Lemon,1.29,18.2,23.48
Celery,3.07,4.6000000000000005,14.12
Parsnips,2.27,2.9000000000000004,6.58
Apples,1.88,29.8,56.02
Carrots,1.26,27,34.02
Grapefruit,0.76,17.7,13.45
Yellow peppers,2.87,6.5,18.66
Green beans,2.52,24.1,60.73
Grapefruit,0.76,22.1,16.8
Spinach,4.12,36.9,152.03
Eggplant,2.32,11.700000000000001,27.14
Apples,1.88,18.8,35.34
Grapes,2.63,0.9,2.37
Butternut squash,1.28,11.100000000000001,14.21
Carrots,1.26,28.1,35.41
Apricots,3.71,32.1,119.09
Parsnips,2.27,35.4,80.36
Grapefruit,0.76,38.6,29.34
Potatoes,0.86,37.4,32.16
Strawberries,4.4,23.8,104.72
Corn,1.07,33.9,36.27
Beets,1.51,27,40.77
Red onion,0.78,4.4,3.43
Grapes,2.63,10.3,27.09
Watermelon,0.66,35.800000000000004,23.63
Watermelon,0.66,35.1,23.17
Green beans,2.52,29.3,73.84
Asparagus,2.49,2.2,5.48
Beets,1.51,2.1,3.17
Apricots,3.71,8,29.68
Garlic,1.19,35.4,42.13
Orange,1.09,15.8,17.22
Lemon,1.29,28.400000000000002,36.64
Eggplant,2.32,9.3,21.58
Carrots,1.26,17.5,22.05
Lemon,1.29,19.1,24.64
Potatoes,0.86,3.2,2.75
Lettuce,1.88,6.1000000000000005,11.47
Eggplant,2.32,31.900000000000002,74.01
Apples,1.88,19.8,37.22
Green cabbage,0.8,26.900000000000002,21.52
Kale,5.02,3.3000000000000003,16.57
Apricots,3.71,6.6000000000000005,24.49
Corn,1.07,5.6000000000000005,5.99
Grapefruit,0.76,7.300000000000001,5.55
Corn,1.07,32.7,34.99
Brussels sprouts,1.65,0.5,0.83
Butternut squash,1.28,24.700000000000003,31.62
Apricots,3.71,39,144.69
Brussels sprouts,1.65,6.300000000000001,10.4
Orange,1.09,38.7,42.18
Bok choy,1.42,14.8,21.02
Brussels sprouts,1.65,14.5,23.93
Apples,1.88,22.1,41.55
Garlic,1.19,18.7,22.25
Apricots,3.71,5.9,21.89
Tomatoes,3.16,5.5,17.38
Eggplant,2.32,12.8,29.7
Green cabbage,0.8,21.8,17.44
Green peppers,1.89,26.700000000000003,50.46
Grapes,2.63,4.800000000000001,12.62
Green cabbage,0.8,13.100000000000001,10.48
Coconuts,1.18,35.9,42.36
Green peppers,1.89,39.900000000000006,75.41
Lime,1.06,9.9,10.49
Watermelon,0.66,4.6000000000000005,3.04
Green beans,2.52,9.700000000000001,24.44
Watermelon,0.66,29.200000000000003,19.27
Yellow peppers,2.87,28,80.36
Parsnips,2.27,18.8,42.68
Beets,1.51,36.800000000000004,55.57
Corn,1.07,26.1,27.93
Corn,1.07,25.8,27.61
Lime,1.06,28.200000000000003,29.89
Butternut squash,1.28,23.8,30.46
Eggplant,2.32,7,16.24
Butternut squash,1.28,10.9,13.95
Corn,1.07,34.9,37.34
Fava beans,2.69,5,13.45
Orange,1.09,38.400000000000006,41.86
Lemon,1.29,4.6000000000000005,5.93
Brussels sprouts,1.65,25.3,41.75
Garlic,1.19,27.200000000000003,32.37
Butternut squash,1.28,19.900000000000002,25.47
Okra,2.26,25.3,57.18
Okra,2.26,35.5,80.23
Red onion,0.78,29.6,23.09
Bok choy,1.42,8.9,12.64
Butternut squash,1.28,20.8,26.62
Lime,1.06,15.3,16.22
Papaya,1.34,1.9000000000000001,2.55
Fava beans,2.69,26,69.94
Grapes,2.63,16.1,42.34
Okra,2.26,27.200000000000003,61.47
Strawberries,4.4,31,136.4
Green peppers,1.89,22.700000000000003,42.9
Cucumber,1.07,19.200000000000003,20.54
Daikon,1.4,29.200000000000003,40.88
Bananas,0.86,31.700000000000003,27.26
Fava beans,2.69,29.900000000000002,80.43
Okra,2.26,31.700000000000003,71.64
Green peppers,1.89,15.4,29.11
Orange,1.09,30.400000000000002,33.14
Tomatoes,3.16,21.700000000000003,68.57
Papaya,1.34,14.8,19.83
Parsnips,2.27,35.1,79.68
Celery,3.07,14.700000000000001,45.13
Red onion,0.78,17.7,13.81
Parsnips,2.27,8.4,19.07
Bok choy,1.42,4,5.68
Red onion,0.78,10.100000000000001,7.88
Okra,2.26,39.2,88.59
Okra,2.26,23.200000000000003,52.43
Cucumber,1.07,35,37.45
Grapes,2.63,18.5,48.66
Potatoes,0.86,37.1,31.91
Cherries,9.5,21.900000000000002,208.05
Eggplant,2.32,23.6,54.75
Green beans,2.52,37.1,93.49
Red onion,0.78,17.400000000000002,13.57
Brussels sprouts,1.65,15.4,25.41
Grapefruit,0.76,13.100000000000001,9.96
Kale,5.02,35.5,178.21
Lemon,1.29,39,50.31
Butternut squash,1.28,0.8,1.02
Cherries,9.5,2.2,20.9
Beets,1.51,11.4,17.21
Kale,5.02,23.8,119.48
Cucumber,1.07,21.8,23.33
Strawberries,4.4,20.400000000000002,89.76
Fava beans,2.69,25.5,68.6
Coconuts,1.18,19.200000000000003,22.66
Coconuts,1.18,27,31.86
Fava beans,2.69,23.400000000000002,62.95
Yellow peppers,2.87,16.5,47.36
Potatoes,0.86,35.800000000000004,30.79
Lime,1.06,38.800000000000004,41.13
Kale,5.02,18.2,91.36
Ginger,5.13,39.5,202.64
Parsnips,2.27,10.700000000000001,24.29
Cherries,9.5,15.200000000000001,144.4
Grapes,2.63,7.800000000000001,20.51
Spinach,4.12,18.400000000000002,75.81
Green cabbage,0.8,18.1,14.48
Lime,1.06,23.3,24.7
Carrots,1.26,14.100000000000001,17.77
Tomatoes,3.16,27,85.32
Potatoes,0.86,8.1,6.97
Avocados,3.23,27.1,87.53
Corn,1.07,26.200000000000003,28.03
Grapes,2.63,15,39.45
Spinach,4.12,33.4,137.61
Apples,1.88,24.1,45.31
Grapefruit,0.76,7.300000000000001,5.55
Potatoes,0.86,5.6000000000000005,4.82
Ginger,5.13,12.5,64.13
Green cabbage,0.8,6.1000000000000005,4.88
Coconuts,1.18,31.200000000000003,36.82
Okra,2.26,2.4000000000000004,5.42
Beets,1.51,12.9,19.48
Kale,5.02,22,110.44
Carrots,1.26,5.300000000000001,6.68
Ginger,5.13,31.3,160.57
Eggplant,2.32,36.1,83.75
Red onion,0.78,37,28.86
Potatoes,0.86,4,3.44
Apples,1.88,23.8,44.74
Grapes,2.63,31.1,81.79
Lime,1.06,26,27.56
Grapefruit,0.76,3.9000000000000004,2.96
Garlic,1.19,6.1000000000000005,7.26
Butternut squash,1.28,15.200000000000001,19.46
Okra,2.26,20.5,46.33
Eggplant,2.32,14.4,33.41
Grapefruit,0.76,20.400000000000002,15.5
Coconuts,1.18,28.900000000000002,34.1
Green cabbage,0.8,33.1,26.48
Coconuts,1.18,16.6,19.59
Red onion,0.78,12.3,9.59
Garlic,1.19,36,42.84
Yellow peppers,2.87,11.8,33.87
Green peppers,1.89,7.6000000000000005,14.36
Okra,2.26,23,51.98
Green cabbage,0.8,29.6,23.68
Watermelon,0.66,10.200000000000001,6.73
Cucumber,1.07,30.3,32.42
Orange,1.09,28.5,31.07
Fava beans,2.69,30.900000000000002,83.12
Parsnips,2.27,30.8,69.92
Asparagus,2.49,7.7,19.17
Spinach,4.12,37.4,154.09
Red onion,0.78,14.9,11.62
Brussels sprouts,1.65,26.400000000000002,43.56
Lime,1.06,4.3,4.56
Strawberries,4.4,34.9,153.56
Cherries,9.5,34.2,324.9
Beets,1.51,1.1,1.66
Lettuce,1.88,32.7,61.48
Tomatoes,3.16,38.400000000000006,121.34
Lettuce,1.88,2,3.76
Bananas,0.86,19.700000000000003,16.94
Carrots,1.26,24.5,30.87
Potatoes,0.86,20.8,17.89
Butternut squash,1.28,14.700000000000001,18.82
Grapes,2.63,15,39.45
Green peppers,1.89,3.7,6.99
Green beans,2.52,37.7,95
Papaya,1.34,32.4,43.42
Lime,1.06,28.3,30
Strawberries,4.4,40,176
Asparagus,2.49,18.3,45.57
Orange,1.09,7.300000000000001,7.96
Spinach,4.12,23.6,97.23
Okra,2.26,5.6000000000000005,12.66
Spinach,4.12,32.5,133.9
Yellow peppers,2.87,39.400000000000006,113.08
Papaya,1.34,17.1,22.91
Kale,5.02,8.5,42.67
Cucumber,1.07,17.400000000000002,18.62
Tomatoes,3.16,27.6,87.22
Red onion,0.78,17.400000000000002,13.57
Bok choy,1.42,2.9000000000000004,4.12
Bananas,0.86,13.4,11.52
Tomatoes,3.16,27,85.32
Yellow peppers,2.87,7,20.09
Spinach,4.12,39.400000000000006,162.33
Okra,2.26,9,20.34
Butternut squash,1.28,30.200000000000003,38.66
Parsnips,2.27,20.8,47.22
Papaya,1.34,36.800000000000004,49.31
Potatoes,0.86,23.5,20.21
Coconuts,1.18,18.1,21.36
Carrots,1.26,11.700000000000001,14.74
Cherries,9.5,3.3000000000000003,31.35
Butternut squash,1.28,12.5,16
Coconuts,1.18,3.4000000000000004,4.01
Kale,5.02,7.9,39.66
Coconuts,1.18,11.200000000000001,13.22
Bananas,0.86,8.6,7.4
Bok choy,1.42,22.1,31.38
Grapefruit,0.76,10.8,8.21
Grapes,2.63,33.7,88.63
Orange,1.09,25.1,27.36
Lettuce,1.88,29.400000000000002,55.27
Eggplant,2.32,5.300000000000001,12.3
Lettuce,1.88,10.5,19.74
Cherries,9.5,37.4,355.3
Green cabbage,0.8,26.5,21.2
Ginger,5.13,31.400000000000002,161.08
Corn,1.07,35.5,37.99
Lettuce,1.88,39.7,74.64
Avocados,3.23,17.6,56.85
Tomatoes,3.16,27.3,86.27
Grapes,2.63,7.5,19.73
Fava beans,2.69,26.1,70.21
Potatoes,0.86,12.5,10.75
Lettuce,1.88,31.3,58.84
Green peppers,1.89,17.1,32.32
Butternut squash,1.28,20,25.6
Green cabbage,0.8,35.7,28.56
Green beans,2.52,36.5,91.98
Grapes,2.63,21.6,56.81
Fava beans,2.69,14.9,40.08
Celery,3.07,26.5,81.36
Avocados,3.23,17.3,55.88
Eggplant,2.32,13.5,31.32
Bananas,0.86,7.5,6.45
Coconuts,1.18,13,15.34
Fava beans,2.69,24.200000000000003,65.1
Cucumber,1.07,10.8,11.56
Lettuce,1.88,20.5,38.54
Green beans,2.52,9.3,23.44
Brussels sprouts,1.65,25.8,42.57
Cucumber,1.07,19.5,20.87
Apples,1.88,17.3,32.52
Carrots,1.26,15.100000000000001,19.03
Lettuce,1.88,26.400000000000002,49.63
Potatoes,0.86,31,26.66
Green beans,2.52,28.900000000000002,72.83
Cherries,9.5,6.800000000000001,64.6
Lime,1.06,24.3,25.76
Daikon,1.4,1.3,1.82
Garlic,1.19,35.5,42.25
Apples,1.88,7.4,13.91
Lemon,1.29,6.800000000000001,8.77
Beets,1.51,19.700000000000003,29.75
Green peppers,1.89,12.4,23.44
Brussels sprouts,1.65,36.5,60.23
Yellow peppers,2.87,11,31.57
Green peppers,1.89,21.6,40.82
Daikon,1.4,9.3,13.02
Bok choy,1.42,24.700000000000003,35.07
Garlic,1.19,34.9,41.53
Potatoes,0.86,5,4.3
Red onion,0.78,23.1,18.02
Lemon,1.29,1,1.29
Lemon,1.29,7.300000000000001,9.42
Carrots,1.26,32.7,41.2
Parsnips,2.27,24.1,54.71
Cherries,9.5,2.3000000000000003,21.85
Apples,1.88,16.400000000000002,30.83
Carrots,1.26,10.100000000000001,12.73
Grapefruit,0.76,35.2,26.75
Papaya,1.34,37.300000000000004,49.98
Eggplant,2.32,7.4,17.17
Green peppers,1.89,16.3,30.81
Green peppers,1.89,39.300000000000004,74.28
Carrots,1.26,8.5,10.71
Lime,1.06,18.8,19.93
Ginger,5.13,17.1,87.72
Red onion,0.78,28.200000000000003,22
Watermelon,0.66,38.5,25.41
